property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,sohna road,ashiana mulberry,0.74,1230.0,6016.26,,1230.0,,2,2,3+,12.0,,Relatively New,0,0,0,0,0,1,71,615.0
flat,sector 6,bajrang apartments,0.38,850.0,4470.59,,850.0,,2,2,2,1.0,,Moderately Old,0,0,0,0,0,1,0,425.0
flat,sector 52,green homes,1.85,2350.0,7872.34,,,2350.0,3,3,3,7.0,,Moderately Old,0,1,0,0,0,1,28,783.3333333333334
flat,sector 90,dlf new town heights,1.88,2727.0,6894.02,2726.0,2725.0,2727.0,4,4,3+,20.0,South,Relatively New,0,1,0,1,0,1,145,681.75
house,sector 70a,bptp visionnaire,4.7,2610.0,18007.66,2610.0,,,4,4,3+,3.0,North-East,New Property,0,0,0,0,1,1,35,652.5
flat,sector 84,antriksh heights,0.84,1725.0,4869.57,,,1725.0,3,3,3+,8.0,,New Property,0,0,0,1,0,1,60,575.0
flat,sector 65,m3m heights,2.44,1835.0,13297.0,,,1828.0,3,3,2,7.0,,Under Construction,0,0,0,0,0,1,31,611.6666666666666
flat,sector 103,indiabulls centrum park,2.2,2875.0,7652.17,,,2875.0,4,6,3+,4.0,North-East,Relatively New,0,1,0,0,0,2,108,718.75
flat,sector 36,the serenas,0.42,531.0,7909.6,,531.0,,2,2,1,3.0,,Undefined,0,0,0,0,0,1,0,265.5
flat,sector 90,dlf new town heights,1.75,3059.0,5720.82,,,2727.0,4,4,3+,17.0,South,Relatively New,0,1,0,1,0,1,88,764.75
flat,sector 102,conscient heritage max,2.65,2554.0,10375.88,,,2554.0,4,5,3+,17.0,North,Moderately Old,0,1,0,0,0,1,125,638.5
flat,sector 79,bestech altura,1.9,2111.0,9000.47,,2150.0,,3,4,2,11.0,,New Property,0,1,0,0,0,1,49,703.6666666666666
flat,sector 90,shree vardhman flora,0.7,1315.0,5323.19,1350.0,,1352.0,2,2,3,9.0,East,New Property,1,0,0,0,0,1,60,657.5
flat,sector 99a,pareena coban residences,1.16,1997.0,5808.71,1790.0,1420.0,1997.0,3,3,3,3.0,North-East,Relatively New,0,1,0,0,1,1,49,665.6666666666666
flat,sector 79,mapsko mount ville,1.28,1496.0,8556.15,,1063.91,1490.0,3,3,3,16.0,South,Relatively New,1,0,0,0,0,2,128,498.6666666666667
flat,sector 90,dlf regal gardens,1.27,2310.0,5497.84,1500.0,1400.0,1755.0,3,3,3+,2.0,South-West,Relatively New,0,0,0,0,1,1,72,770.0
flat,sector 59,conscient elevate,4.02,2297.0,17501.09,,2295.0,,3,3,1,3.0,,Under Construction,0,0,0,0,0,1,31,765.6666666666666
house,sector 7,independent,0.45,900.0,5000.0,900.0,,,3,2,1,2.0,North-West,Old Property,0,0,0,0,1,1,12,300.0
flat,sector 92,signature global city 92,0.99,1495.0,6622.07,,1495.0,,3,2,3,1.0,East,New Property,0,0,0,0,1,1,37,498.3333333333333
flat,sector 61,puri the aravallis,3.9,1174.0,33219.76,,1249.68879,,3,4,3+,33.0,South,Under Construction,0,1,0,0,0,1,158,391.3333333333333
flat,sector 7,maa bhagwati residency,0.45,900.0,5000.0,,900.0,,2,2,1,4.0,West,Relatively New,0,0,0,0,0,1,28,450.0
flat,sector 93,spaze privvy the address,1.25,2193.0,5699.95,2105.0,1700.0,,4,4,3,16.0,,Relatively New,0,0,0,0,0,1,0,548.25
flat,sector 65,emaar mgf emerald floors premier,2.35,1650.0,14242.42,,,1650.0,3,3,3,2.0,West,Relatively New,1,1,0,0,0,2,168,550.0
flat,sohna road,global height,0.45,710.0,6338.03,,710.0,,2,2,2,6.0,East,Relatively New,0,0,0,0,0,0,49,355.0
house,sector 56,independent,4.0,1503.0,26613.44,1503.0,,,4,4,3+,2.0,,Relatively New,0,0,0,0,0,2,24,375.75
house,sector 2,ansal api spanish court,2.9,1557.0,18625.56,1415.0,1350.0,,4,4,3,2.0,North,Relatively New,0,0,1,0,0,2,49,389.25
flat,sector 74,m3m skywalk,1.6,1406.0,11379.8,,,1406.0,2,2,2,28.0,,New Property,0,0,0,0,0,1,15,703.0
flat,sector 91,tarc maceo,1.5,2320.0,6465.52,,1325.0,2320.0,3,4,3+,3.0,North-West,Relatively New,1,1,0,0,0,1,112,773.3333333333334
flat,sector 56,kiran residency,1.5,2256.0,6648.94,2250.0,,,3,5,3+,4.0,South-East,Moderately Old,1,0,0,1,0,2,134,752.0
house,sector 4,not applicable,0.4,432.0,9259.26,432.0,,,1,1,1,1.0,,Moderately Old,0,0,0,0,0,1,0,432.0
flat,sector 68,pareena mi casa,1.1,1245.0,8835.34,,,1245.0,2,2,3,11.0,North,New Property,0,0,0,0,0,1,95,622.5
flat,sector 89,smart world gems,1.25,1423.0,8784.26,,,1423.0,3,3,3,2.0,North,Under Construction,0,0,0,1,0,1,12,474.3333333333333
house,sector 4,independent,0.7,1053.0,6647.67,117.0,,,3,3,0,1.0,,Undefined,0,0,0,0,0,1,0,351.0
flat,sector 61,smart world orchard,1.5,1200.0,12500.0,,1200.0,,2,2,2,2.0,North,Under Construction,1,0,0,0,0,1,49,600.0
house,sector 14,independent,6.4,3150.0,20317.46,349.0,348.0,,6,6,3+,3.0,North,Old Property,0,0,0,0,1,1,35,525.0
house,sector 2,independent,19.5,7200.0,27083.33,7200.0,,,8,9,3+,2.0,North,New Property,1,1,0,1,0,1,122,900.0
flat,sector 85,godrej air,1.05,990.0,10606.06,97.0,92.0,,2,2,1,15.0,East,Under Construction,0,0,0,0,0,1,45,495.0
flat,sector 81,dlf the ultima,3.46,2872.0,12047.35,,,2872.0,4,4,3+,10.0,East,New Property,0,1,0,0,0,0,161,718.0
flat,sector 83,vatika emilia floors,0.6,1050.0,5714.29,990.0,950.0,1050.0,2,2,2,1.0,South,Relatively New,0,0,0,0,0,2,167,525.0
flat,sector 67,m3m merlin,3.39,2358.0,14376.59,2100.0,2000.0,2358.0,3,4,3,14.0,East,Relatively New,0,1,0,0,0,2,26,786.0
flat,sector 106,paras dews,1.42,2355.0,6029.72,,,2355.0,4,6,3+,11.0,North-East,Relatively New,0,1,0,0,0,1,143,588.75
house,sector 43,independent,7.85,2700.0,29074.07,2700.0,,,9,9,3+,3.0,West,Relatively New,1,1,0,1,1,0,49,300.0
flat,sector 67,m3m merlin,3.5,2400.0,14583.33,,2050.0,2400.0,3,4,3,17.0,South-East,Relatively New,0,1,1,0,0,2,167,800.0
flat,sector 88a,adani aangan arcade,0.45,626.0,7188.5,,625.490229,,2,2,1,8.0,,New Property,0,0,0,0,0,1,14,313.0
flat,sector 104,puri emerald bay,2.45,2450.0,10000.0,,1840.0,2450.0,3,4,3+,14.0,South,Relatively New,0,1,0,0,0,2,56,816.6666666666666
flat,sector 37d,signature global city,1.1,1250.0,8800.0,,1250.0,,3,3,3,1.0,,Under Construction,0,0,0,0,0,1,16,416.6666666666667
flat,sector 78,umang monsoon breeze,1.2,1848.0,6493.51,,1848.0,2250.0,3,3,2,8.0,,Moderately Old,0,0,0,1,0,0,8,616.0
house,sector 45,independent,7.35,2475.0,29696.97,2475.0,,,6,4,3+,3.0,North-East,Old Property,1,1,1,1,0,2,61,412.5
flat,sector 33,godrej,0.95,1385.0,6859.21,,,1385.0,2,2,3+,3.0,South-East,Under Construction,0,0,0,0,0,1,0,692.5
flat,sector 109,ats kocoon,1.75,1745.0,10028.65,1550.0,1250.0,1745.0,3,3,3,10.0,North-East,Relatively New,0,0,0,1,0,2,49,581.6666666666666
flat,sector 85,ss the leaf,1.18,1100.0,10727.27,1700.0,1100.0,1741.0,2,2,3,9.0,North-East,Relatively New,1,0,0,0,0,2,150,550.0
flat,sector 108,raheja vedaanta,0.7,1548.0,4521.96,1548.0,1200.0,,2,2,3,1.0,West,Undefined,0,0,0,0,0,1,0,774.0
flat,sector 81,bestech park view ananda,0.95,1360.0,6985.29,1260.0,894.0,1360.0,2,2,2,14.0,North-East,Relatively New,0,0,0,0,0,2,165,680.0
house,sector 57,independent,6.25,2660.0,23496.24,2660.0,2500.0,,9,9,3+,3.0,North-East,New Property,0,1,0,0,0,2,61,295.55555555555554
flat,sohna road,ashiana anmol,0.93,1275.0,7294.12,1000.0,875.0,1275.0,2,2,2,9.0,,Under Construction,0,0,0,0,1,1,31,637.5
flat,sohna road,eldeco accolade,0.96,1461.0,6570.84,,849.0,1457.0,2,2,3+,14.0,East,Relatively New,1,0,0,0,0,1,151,730.5
flat,sector 86,pyramid urban homes 2,0.5,520.0,9615.38,,520.0,,2,2,1,10.0,,Relatively New,0,0,0,0,0,1,15,260.0
flat,sector 95,signature the roselia,0.45,569.0,7908.61,,569.0,,2,2,2,2.0,East,New Property,0,0,0,0,0,2,31,284.5
flat,sector 99a,pareena coban residences,1.35,1997.0,6760.14,,,1997.0,3,5,3,6.0,,New Property,0,1,0,0,1,1,60,665.6666666666666
house,sector 4,independent,0.47,1336.0,3517.96,1350.0,,,3,4,0,3.0,,Undefined,0,0,0,0,0,1,0,445.3333333333333
house,sector 109,international city by sobha phase 2,8.75,3600.0,24305.56,3600.0,,,5,5,3+,3.0,North-East,New Property,1,1,1,1,0,2,153,720.0
flat,sector 56,meditech apartment,2.45,3000.0,8166.67,2900.0,2800.0,3000.0,4,4,3+,1.0,West,Relatively New,0,0,0,0,1,2,118,750.0
house,sector 63a,aindependentt raj estates,8.5,3132.0,27139.21,3132.0,,,6,6,3+,3.0,East,Under Construction,0,0,1,1,0,1,29,522.0
flat,sector 37d,bptp terra,1.17,1410.0,8297.87,,,1410.0,2,2,2,0.0,North-East,Relatively New,0,0,0,0,0,1,107,705.0
flat,sector 108,raheja vedas,2.15,5201.0,4133.82,4600.0,4000.0,5200.0,3,4,3+,12.0,East,Relatively New,1,0,0,0,0,1,0,1733.6666666666667
flat,sector 28,dlf regency park,2.25,1550.0,14516.13,1700.0,1550.0,1777.0,3,3,2,16.0,West,Old Property,0,1,0,0,0,1,89,516.6666666666666
flat,sohna road,breez global hill view,0.35,658.0,5319.15,658.0,554.17,,2,2,2,18.0,,New Property,0,0,0,0,0,1,15,329.0
flat,sector 108,sobha city,2.9,2003.0,14478.28,,,2003.0,3,4,2,11.0,North-East,Relatively New,0,0,0,0,0,1,108,667.6666666666666
flat,sector 61,smart world orchard,2.6,1766.0,14722.54,,,1630.0,3,3,2,2.0,,New Property,0,0,0,0,0,1,47,588.6666666666666
flat,sector 82a,dlf the primus,2.6,2273.0,11438.63,,1340.0,2273.0,4,4,3+,2.0,East,Relatively New,0,0,0,0,1,1,38,568.25
flat,sector 67,ireo victory valley,2.99,2527.0,11832.21,2200.0,2100.0,2527.0,3,3,3,4.0,East,Relatively New,0,1,0,0,0,2,37,842.3333333333334
flat,sector 61,smart world orchard,1.7,1120.0,15178.57,,1120.0,,2,2,2,4.0,East,Under Construction,1,0,0,0,0,1,127,560.0
flat,sector 37d,signature global the millennia,0.6,650.0,9230.77,,596.12,650.0,2,2,3,7.0,,New Property,0,0,0,0,0,1,35,325.0
house,sector 11,independent,2.5,1400.0,17857.14,1850.0,,,5,4,3,1.0,East,Old Property,0,0,1,0,0,1,0,280.0
house,sector 43,independent,2.15,1650.0,13030.3,1650.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,1650.0
flat,gwal pahari,paras quartier,5.9,5350.0,11028.04,5350.0,,,4,4,3+,0.0,,Moderately Old,0,0,0,0,0,1,63,1337.5
flat,sector 37d,bptp terra,1.65,2191.0,7530.81,2091.0,1991.0,2191.0,4,3,3+,6.0,West,Relatively New,0,0,0,0,0,2,149,547.75
flat,sector 43,dlf royalton tower,6.2,2997.0,20687.35,,,2997.0,4,4,3+,9.0,,Moderately Old,0,1,0,0,0,1,7,749.25
flat,sector 65,emaar mgf emerald floors premier,2.25,1650.0,13636.36,,,1650.0,3,3,3+,3.0,South,Relatively New,1,1,0,0,0,1,152,550.0
flat,sector 77,emaar palm heights,1.79,2025.0,8839.51,1600.0,1548.0,2025.0,3,3,3,1.0,North-East,New Property,0,1,0,0,0,2,49,675.0
flat,sector 81,bestech spa signature,4.4,3500.0,12571.43,3700.0,3500.0,4200.0,4,4,3+,6.0,South-West,New Property,1,1,0,1,1,0,49,875.0
flat,sector 99a,laxmi apartment sector 99a gurgaon,0.3,650.0,4615.38,,550.0,650.0,2,2,1,4.0,,New Property,0,0,0,0,0,1,44,325.0
flat,sector 78,raheja revanta,0.99,1623.0,6099.82,,,1621.0,2,2,3,14.0,East,Under Construction,0,0,0,0,1,1,39,811.5
flat,sector 74,m3m skywalk,1.52,1139.0,13345.04,1250.0,1139.2,1400.0,2,2,3,6.0,South-East,Relatively New,0,0,1,0,0,1,174,569.5
flat,sector 68,pareena mi casa,1.0,1225.0,8163.27,,1225.0,,2,2,2,16.0,,New Property,0,1,0,0,0,1,65,612.5
flat,sector 81,bestech park view grand spa,2.3,2660.0,8646.62,2280.0,1950.0,2660.0,3,4,3+,7.0,East,Relatively New,0,1,0,0,0,2,49,886.6666666666666
flat,sector 65,m3m latitude,4.6,1717.0,26790.91,,1717.0,,3,3,3,7.0,South,New Property,1,1,1,1,0,1,115,572.3333333333334
house,sector 26,independent,4.6,3771.0,12198.36,3771.0,,,4,4,3+,,,Old Property,0,0,0,0,0,1,28,942.75
flat,sector 82a,dlf the primus,2.95,2576.0,11451.86,,1700.0,2576.0,4,5,3+,10.0,North-East,Relatively New,0,1,0,0,0,0,174,644.0
house,sector 7,independent,1.35,2970.0,4545.45,330.0,,,4,5,0,3.0,,Undefined,0,0,0,0,0,1,0,742.5
flat,sector 92,bestech park view sanskruti,1.55,1995.0,7769.42,,,1995.0,3,4,3,8.0,North,Relatively New,0,1,0,0,0,1,49,665.0
house,sector 43,ansal sushant lok plots,11.5,6500.0,17692.31,9000.0,6500.0,,7,8,3+,3.0,,Old Property,0,1,1,1,0,2,31,928.5714285714286
flat,sohna road,gls arawali homes,0.3,567.0,5291.01,,467.0,567.0,2,2,2,10.0,,Relatively New,0,0,0,0,0,1,42,283.5
flat,sector 37d,bptp terra,1.75,2191.0,7987.22,2100.0,1800.0,2191.0,4,4,3,7.0,West,Relatively New,0,0,0,0,1,2,120,547.75
flat,sector 67,bestech park view spa next,2.85,2350.0,12127.66,,,2350.0,4,4,3+,5.0,South,Moderately Old,0,1,0,1,0,2,149,587.5
flat,manesar,sbr apartment,0.68,1526.0,4456.09,1526.0,,,3,3,3,2.0,,Moderately Old,0,0,0,0,0,1,0,508.6666666666667
flat,sector 95,rof ananda,0.32,558.0,5734.77,,549.174178,,2,2,1,10.0,North,Relatively New,0,0,0,1,0,2,50,279.0
flat,sector 9a,the new crpf apartments,0.75,1290.0,5813.95,,1290.0,,3,3,3,6.0,East,Old Property,0,0,0,1,0,1,31,430.0
flat,sector 37c,ild greens,0.9,1603.0,5614.47,1500.0,,1603.0,3,3,3,0.0,North-East,Under Construction,0,0,0,0,0,1,66,534.3333333333334
flat,sector 95,ramsons kshitij,0.17,3125.0,544.0,,3212.0,,1,1,1,12.0,North-East,Relatively New,0,0,0,0,0,1,56,3125.0
flat,sector 65,m3m golfestate,5.0,2700.0,18518.52,2800.0,2700.0,2979.0,3,3,3+,28.0,North-East,Relatively New,0,1,0,1,0,2,165,900.0
flat,sector 88b,vatika xpressions,0.92,1250.0,7360.0,1300.0,1250.0,1350.0,2,2,2,3.0,North,Relatively New,0,0,0,1,0,1,174,625.0
flat,sector 50,the close north,2.35,1997.0,11767.65,1950.0,1850.0,1997.0,3,3,3+,8.0,North-East,Moderately Old,0,0,0,0,0,2,165,665.6666666666666
flat,sector 70a,aipl zen residences,1.75,1706.0,10257.91,1706.0,1050.0,,3,4,3+,20.0,North-East,Relatively New,0,0,0,0,1,0,49,568.6666666666666
flat,sector 108,sobha city,3.75,2510.0,14940.24,,,2343.0,3,3,2,16.0,North-East,New Property,0,1,0,0,0,1,77,836.6666666666666
house,sector 69,independent,0.8,763.0,10484.93,763.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,763.0
flat,sector 84,antriksh heights,0.85,1530.0,5555.56,,,1350.0,2,2,3,10.0,North-West,New Property,1,0,0,0,1,1,24,765.0
flat,sector 79,mapsko mount ville,1.2,1490.0,8053.69,,863.91,1490.0,3,3,3+,24.0,East,Relatively New,0,0,0,0,0,2,135,496.6666666666667
flat,sector 65,m3m golfestate,6.15,3363.0,18287.24,,2710.0,3363.0,3,3,3,23.0,,Moderately Old,1,1,0,0,0,2,60,1121.0
flat,sector 60,ireo skyon,3.8,2800.0,13571.43,2791.0,2768.0,2800.0,4,5,3,15.0,East,Moderately Old,0,1,0,0,0,2,145,700.0
house,sector 43,independent,27.5,11286.0,24366.47,11286.0,,,6,7,3+,3.0,North-East,Relatively New,1,1,0,1,1,2,42,1881.0
house,sector 25,independent,4.45,1350.0,32962.96,1350.0,,,4,3,3+,2.0,West,Moderately Old,0,0,1,0,0,1,79,337.5
flat,sector 83,sapphire eighty three,0.4,468.0,8547.01,,468.0,,1,1,1,6.0,North-East,Relatively New,0,0,0,0,0,0,52,468.0
flat,sector 85,ss the leaf,1.05,1704.0,6161.97,,,1671.0,2,2,3+,7.0,West,Relatively New,0,0,1,0,0,1,144,852.0
flat,sector 70,tulip orange,1.0,970.0,10309.28,,970.0,,3,2,2,3.0,,Moderately Old,0,0,0,0,0,1,58,323.3333333333333
house,sector 7,independent,8.0,3600.0,22222.22,3600.0,,,4,5,3+,1.0,North-East,Old Property,1,1,0,1,0,1,31,900.0
flat,sector 90,green court,0.4,626.0,6389.78,,526.0,626.0,2,2,1,8.0,South,New Property,0,0,0,0,0,1,20,313.0
flat,sector 85,ss the leaf,1.85,2812.0,6578.95,,,2812.0,4,5,3+,1.0,North-West,Relatively New,0,0,0,0,0,1,95,703.0
flat,sector 63a,birla navya,3.7,2400.0,15416.67,,2400.0,,3,3,3+,1.0,North,Under Construction,0,0,0,0,0,1,72,800.0
flat,sector 25,dlf beverly park,8.0,5200.0,15384.62,,5200.0,,5,5,3+,2.0,North-East,Old Property,1,1,0,1,1,0,26,1040.0
flat,sector 81,dlf the ultima,2.35,2103.0,11174.51,1550.0,1257.0,2103.0,3,3,3+,14.0,South,Relatively New,1,1,0,1,1,0,49,701.0
flat,sector 108,sobha city,2.5,1711.0,14611.34,1480.0,1111.44,1711.0,3,3,2,19.0,East,New Property,0,0,0,0,0,1,166,570.3333333333334
flat,sector 95,siddhartha apartment,1.1,2542.0,4327.3,,2542.0,,4,3,3,9.0,North,Relatively New,0,1,0,0,1,1,22,635.5
flat,sector 54,dlf park place,4.85,1607.0,30180.46,1785.0,1607.0,1983.0,3,4,3+,6.0,North,Moderately Old,0,1,0,0,0,0,158,535.6666666666666
flat,sector 103,indiabulls centrum park,2.14,2875.0,7443.48,,2550.0,2875.0,4,6,3+,7.0,East,Relatively New,0,1,0,0,0,1,142,718.75
flat,sector 85,orris carnation residency,0.72,1475.0,4881.36,1350.0,1250.0,1475.0,3,3,2,9.0,West,Moderately Old,0,0,0,0,1,1,49,491.6666666666667
flat,sector 43,dlf the icon,5.25,2575.0,20388.35,2570.0,2560.0,2575.0,4,4,3,9.0,North,Old Property,0,1,0,1,1,1,135,643.75
flat,sector 99,assotech blith,1.6,2400.0,6666.67,2400.0,,,3,4,0,15.0,,Undefined,0,0,0,0,0,1,51,800.0
flat,sector 102,conscient heritage max,1.82,2020.0,9009.9,,,1942.0,3,4,3+,12.0,North-East,Relatively New,0,1,0,0,0,1,101,673.3333333333334
flat,sector 78,raheja revanta,1.2,1198.0,10016.69,,505.0,1197.8,1,2,2,32.0,,Under Construction,0,0,0,0,0,1,39,1198.0
flat,sector 77,emaar palm heights,2.25,2000.0,11250.0,,,2000.0,3,3,3,22.0,,New Property,0,1,0,0,0,2,42,666.6666666666666
flat,sector 78,umang monsoon breeze,0.62,1239.0,5004.04,1115.0,947.0,1239.0,2,2,1,7.0,South,Moderately Old,0,0,1,0,0,1,111,619.5
house,sector 25,independent,7.3,5800.0,12586.21,5800.0,5200.0,,9,9,2,3.0,North-West,Relatively New,0,1,1,0,0,2,109,644.4444444444445
house,sector 47,independent,4.3,1467.0,29311.52,1467.0,,,3,4,2,2.0,,Moderately Old,0,0,0,0,1,1,0,489.0
flat,sector 90,green court,0.47,690.0,6811.59,,690.0,,2,2,1,0.0,East,New Property,0,0,0,0,0,1,49,345.0
flat,sector 82,mapsko casa bella,3.0,4891.0,6133.71,,,4890.0,4,6,3+,25.0,West,Relatively New,0,1,0,1,0,2,119,1222.75
flat,gwal pahari,krrish provence estate,5.5,5800.0,9482.76,,,5800.0,4,5,3+,11.0,East,New Property,1,1,0,1,0,1,151,1450.0
house,sector 41,unitech palms south city 1,9.25,3240.0,28549.38,5000.0,4500.0,,9,9,3+,4.0,North,Moderately Old,1,1,1,1,0,2,65,360.0
flat,sector 84,spaze privy at,1.35,1400.0,9642.86,1750.0,1400.0,1918.0,3,3,3,7.0,South-East,Relatively New,0,0,0,1,0,1,90,466.6666666666667
flat,sector 90,dlf regal gardens,1.25,1200.0,10416.67,,1200.0,1702.0,3,3,3,18.0,North,Moderately Old,0,1,0,0,0,1,100,400.0
flat,sector 73,today callidora,0.9,1622.0,5548.71,1622.0,,,3,3,3,3.0,East,Under Construction,0,1,0,0,0,1,63,540.6666666666666
house,sector 43,independent,2.1,4941.0,4250.15,549.0,,,10,10,3+,5.0,West,New Property,0,1,0,0,0,1,20,494.1
house,sector 54,independent,3.51,2844.0,12341.77,2844.0,,,4,4,3,4.0,North,New Property,0,1,0,0,0,1,73,711.0
flat,sector 69,tulip violet,1.32,1569.0,8413.0,,,1568.0,3,3,1,12.0,South-East,Relatively New,0,0,0,1,0,1,86,523.0
flat,sector 79,supertech basera,0.36,471.0,7643.31,546.0,471.0,,2,2,1,4.0,,New Property,0,0,0,0,0,1,60,235.5
house,sector 24,dlf city plots phase 3,1.6,4860.0,3292.18,540.0,500.0,,8,5,3+,4.0,East,Old Property,0,0,0,0,0,1,8,607.5
flat,sector 84,antriksh heights,0.69,1350.0,5111.11,,,1350.0,2,2,3+,8.0,West,Relatively New,1,0,0,0,0,1,59,675.0
flat,sector 66,emaar mgf the enclave,2.1,1700.0,12352.94,1800.0,1700.0,1920.0,3,4,2,12.0,North-East,Relatively New,0,1,0,0,0,2,156,566.6666666666666
house,sector 12,independent,2.9,2700.0,10740.74,2700.0,,,7,7,3,2.0,South-West,Old Property,0,0,0,0,0,1,7,385.7142857142857
house,sector 22,saksham welfare association,4.7,2368.0,19847.97,170.0,160.0,,6,6,3+,2.0,West,Old Property,0,0,1,1,0,2,106,394.6666666666667
flat,sohna road,ashiana anmol,0.9,951.0,9463.72,,951.0,1275.0,2,2,2,13.0,South,Relatively New,0,0,0,0,0,0,120,475.5
flat,sector 52,ardee city,1.5,1640.0,9146.34,,,1640.0,4,4,3,3.0,,Old Property,0,0,0,0,0,1,65,410.0
flat,sohna road,gls arawali homes,0.35,576.0,6076.39,,480.53,576.0,2,2,2,11.0,,Relatively New,0,0,0,0,0,1,64,288.0
house,sector 4,independent,0.65,630.0,10317.46,70.0,,,1,1,1,1.0,South-East,Moderately Old,0,0,0,0,1,1,21,630.0
flat,sector 79,godrej aria,0.95,1450.0,6551.72,,1450.0,,2,2,3,5.0,East,Relatively New,0,0,0,0,0,2,174,725.0
flat,sector 88a,the center court,2.1,1725.0,12173.91,1745.0,1725.0,2175.0,4,4,3,0.0,East,New Property,1,1,0,0,0,1,142,431.25
flat,sector 66,bptp mansions park prime,3.0,2764.0,10853.84,2700.0,2500.0,2764.0,4,4,3,3.0,North,Relatively New,1,1,0,1,1,2,174,691.0
flat,sector 107,m3m woodshire,1.01,1366.0,7393.85,1200.0,,1366.0,2,2,3+,11.0,,New Property,0,0,0,0,1,1,74,683.0
flat,sector 95,sidhartha ncr one phase,0.9,2000.0,4500.0,2000.0,,,3,3,1,15.0,,Relatively New,0,0,0,0,0,1,60,666.6666666666666
flat,sector 49,orchid petals,2.23,2033.0,10969.01,,,2033.0,3,3,3,14.0,North,Relatively New,0,0,0,0,1,1,40,677.6666666666666
house,sector 105,independent,0.38,450.0,8444.44,,50.0,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,0,225.0
flat,sector 48,vipul world floors,4.3,3100.0,13870.97,,3100.0,,4,5,3+,4.0,East,New Property,1,1,0,1,0,1,88,775.0
house,sector 39,independent,1.8,823.0,21871.2,800.0,720.0,,1,1,2,3.0,North-East,Relatively New,0,0,0,0,0,1,0,823.0
flat,sector 95,signature global rosellia,0.45,514.0,8754.86,,514.0,,2,2,2,14.0,,New Property,0,0,0,0,0,1,24,257.0
flat,sector 37c,imperia the esfera,1.4,2600.0,5384.62,,2100.0,2600.0,4,5,3,9.0,North,Relatively New,1,1,0,1,1,1,49,650.0
flat,sector 37d,bptp terra,1.55,2191.0,7074.4,2100.0,1800.0,2191.0,4,3,3+,19.0,North-East,Relatively New,0,0,0,0,1,2,131,547.75
flat,sector 48,central park resorts,5.15,2464.0,20900.97,2364.0,2264.0,2464.0,3,3,3+,8.0,North-West,Moderately Old,0,1,0,0,0,0,53,821.3333333333334
flat,sector 89,smart world gems,0.95,1105.0,8597.29,,1103.0,,2,2,2,4.0,,New Property,1,1,0,0,0,1,38,552.5
flat,sector 106,paras dews,1.13,1764.0,6405.9,1186.0,1130.0,1760.0,3,4,3+,18.0,North-West,Relatively New,1,1,0,0,0,1,49,588.0
flat,sector 65,m3m golfestate,5.9,3375.0,17481.48,,,3363.0,3,3,3,18.0,North,Relatively New,1,1,0,0,0,1,76,1125.0
house,sector 46,independent,5.5,2385.0,23060.8,2385.0,,,8,8,3+,3.0,,Moderately Old,1,0,0,0,1,2,32,298.125
house,sector 39,independent,1.6,892.0,17937.22,892.0,,,1,1,2,2.0,,Old Property,0,0,0,0,0,1,40,892.0
flat,sector 37c,corona optus,1.43,1990.0,7185.93,,1680.0,1990.0,3,3,3+,2.0,North,Relatively New,0,1,0,0,1,1,49,663.3333333333334
house,sector 13,independent,9.0,8100.0,11111.11,900.0,,,10,5,3+,4.0,,Old Property,0,0,0,0,0,1,0,810.0
flat,sector 84,ss the coralwood,1.01,1750.0,5771.43,1475.0,1350.0,1750.0,3,3,2,18.0,North-West,Relatively New,0,0,0,0,0,1,40,583.3333333333334
flat,sector 79,godrej,2.5,2244.0,11140.82,2244.0,1800.0,,3,3,3+,5.0,,Undefined,0,0,0,0,0,1,0,748.0
flat,sector 70,shree vardhman victoria,1.66,1165.0,14248.93,,1161.0,1950.0,3,5,3,8.0,North,Relatively New,0,1,0,0,0,1,108,388.3333333333333
flat,sector 81,signature global synera,0.45,598.0,7525.08,,598.0,,2,2,2,6.0,North-East,Relatively New,0,0,1,0,0,2,39,299.0
flat,sector 2,bestech park view residency,0.98,1408.0,6960.23,,,1415.0,2,2,3,0.0,East,Moderately Old,0,0,0,0,0,1,85,704.0
flat,sector 37d,ramprastha the edge towers,0.71,1310.0,5419.85,1100.0,1000.0,1310.0,2,2,3,10.0,South-East,New Property,0,0,0,0,1,1,38,655.0
flat,sector 109,ats tourmaline,1.65,2150.0,7674.42,,,2150.0,3,3,3+,16.0,North-East,Relatively New,0,1,0,0,0,2,49,716.6666666666666
flat,sector 106,paras dews,0.87,940.0,9255.32,1120.0,940.0,1385.0,2,2,3+,1.0,North-East,New Property,0,0,0,0,0,1,174,470.0
flat,sector 79,supertech araville,0.78,1295.0,6023.17,,,1295.0,2,2,3+,0.0,,New Property,0,0,0,0,1,1,74,647.5
flat,sector 70,unitech south park,1.13,1614.0,7001.24,,,1610.0,3,3,2,1.0,,Under Construction,0,0,0,0,0,1,46,538.0
